timestamp,DecibelSource
1668095671536,37.23654410033491
1668095671575,36.527659260220155
1668095671616,35.163614507134504
1668095671655,37.127687946464725
1668095671696,36.10366033716167
1668095671736,37.817919862619355
1668095671776,36.29575857040991
1668095671815,36.62656927839375
1668095671855,37.44427020116245
1668095671896,38.269424231528376
1668095671936,35.858185703216336
1668095671975,34.86326804735117
1668095672015,36.03154405024009
1668095672056,36.830706191357756
1668095672096,35.4211911605313
1668095672136,36.87781640250985
1668095672177,37.276388221805306
1668095672216,37.26734529536142
1668095672255,36.272382030131055
1668095672296,36.093444231299486
1668095672338,36.894884795175294
1668095672375,35.17303727444381
1668095672435,35.51267446898054
1668095672509,35.85370388975814
1668095672549,46.35439307762294
1668095672589,43.23275333089238
1668095672629,67.57427949720116
1668095672669,72.4286130307904
1668095672709,48.611946787598505
1668095672749,25.64017768230018
1668095672789,23.952951836638615
1668095672829,24.230492043419915
1668095672869,24.42715932258613
1668095672909,24.37076053546067
1668095672949,23.96952029085307
1668095672989,24.31932469642689
1668095673030,24.01167743703739
1668095673069,23.384420411907012
1668095673109,22.061856557462278
1668095673149,20.46998737623111
1668095673189,16.714270052179614
1668095673229,22.392268373446583
1668095673269,23.5845219374565
1668095673309,18.594680119407784
1668095673349,16.70605089438745
1668095673389,12.835233277483926
1668095673429,19.07808300390731
1668095673469,17.784137188728273
1668095673509,15.069110272654891
1668095673549,15.722698419104486
1668095673589,20.652094650718723
1668095673629,27.57540483742494
1668095673669,24.511711284164946
1668095673709,26.6866406414473
1668095673770,31.078080530582636
1668095673809,30.345561702390064
1668095673849,48.40494723604074
1668095673889,65.15240656397707
1668095673929,55.75887568799824
1668095673969,38.670317594903885
1668095674009,31.52174833798306
1668095674049,32.7428248787741
1668095674089,27.611161661481717
1668095674129,27.764766060085783
1668095674169,27.1064756980521
1668095674209,25.40998743870301
1668095674249,23.76047125792612
1668095674289,23.61576076184668
1668095674329,21.866763903481772
1668095674369,20.24465967576085
1668095674409,18.269204017628315
1668095674449,18.73698726629478
1668095674489,15.418465843563176
1668095674529,13.652643786643598
1668095674569,43.7342932128384
1668095674609,37.84200279172903
1668095674649,44.87056899727542
1668095674689,35.999964389618846
1668095674729,31.71521099653382
1668095674769,31.109172314154602
1668095674810,28.01927532466204
1668095674849,26.590339287000493
1668095674889,21.19347590243411
1668095674929,20.18010966668696
1668095674969,17.809695242704564
1668095675029,29.753646115862644
1668095675069,24.11822557789174
1668095675109,24.86932288059507
1668095675149,45.86367380634776
1668095675189,42.92021186236141
1668095675229,45.412429899238106
1668095675269,46.69956674583736
1668095675309,36.84746556983743
1668095675349,31.791512130465442
1668095675389,30.19861954436271
1668095675429,31.42142853760174
1668095675469,28.25661160787601
1668095675509,34.38960369992765
1668095675549,31.983911854921338
1668095675589,29.119291778020205
1668095675629,24.610730722201968
1668095675669,26.923644055996604
1668095675709,29.447720209380748
1668095675749,57.1983648530066
1668095675789,63.12664608199853
1668095675829,55.87312780084116
1668095675869,46.50842752779986
1668095675909,30.49866478621983
1668095675950,29.9508796715911
1668095675989,34.47490012987113
1668095676029,42.497931659789145
1668095676069,43.18797785332507
1668095676109,35.37532955422877
1668095676149,32.63270207593419
1668095676189,32.64080790848332
1668095676229,31.70340800041584
1668095676269,30.76748097108378
1668095676329,31.468242388650577
1668095676369,32.79167570117118
1668095676409,30.05115130062668
1668095676449,27.633310420094812
1668095676489,26.165352918464222
1668095676529,24.887237904603737
1668095676569,23.795826919211457
1668095676609,20.647148897399752
1668095676649,27.473940321647078
1668095676689,28.003296027132404
1668095676729,26.33259870200527
1668095676769,35.419503432863365
1668095676809,42.639704249961454
1668095676849,31.92912799572326
1668095676889,30.190207306958257
1668095676929,27.99456324339943
1668095676969,28.396137572230913
1668095677009,42.68998449783552
1668095677049,63.70559302301984
1668095677089,54.89622627996954
1668095677128,40.411674157971625
1668095677168,38.23521605277504
1668095677208,34.31413398568056
1668095677248,36.528927070606365
1668095677288,35.54822510860334
1668095677328,35.29868357669178
1668095677369,36.20989549555796
1668095677409,33.46716131984085
1668095677448,37.08723663225205
1668095677488,37.42715796495499
1668095677528,37.05900111240314
1668095677588,35.519941996495994
1668095677628,35.87956378658001
1668095677669,35.0458910195441
1668095677708,34.50686324628268
1668095677748,36.201599407923666
1668095677788,36.58235367862461
1668095677828,35.85732707863514
1668095677868,34.62232414965426
1668095677909,35.0757286008183
1668095677948,35.805753012642036
1668095677988,36.497330894449654
1668095678028,35.63114621990848
1668095678068,37.2089588959833
1668095678108,35.22653930013401
1668095678149,35.73478094897264
1668095678188,37.554675561820346
1668095678228,36.93707913585317
1668095678268,35.93481202953454
1668095678310,37.336653207519525
1668095678348,39.29685829864195
1668095678388,38.10836739041028
1668095678428,37.42895971078279
1668095678469,38.542740095036244
1668095678508,35.709101560882246
1668095678549,36.14798381711016
1668095678588,36.23014780548622
1668095678628,34.47725629099644
1668095678669,33.882761871735
1668095678708,37.34580139896012
1668095678748,36.16478971857399
1668095678789,35.96650409756809
1668095678829,37.19365510893845
1668095678889,39.473103128071784
1668095678928,48.67157637243405
1668095678968,39.4703562841648
1668095679008,37.38549289732988
1668095679048,33.788588345549826
1668095679088,34.14451232112988
1668095679128,35.66099054302821
1668095679168,34.301861342727065
1668095679208,34.68666392192017
1668095679248,35.22529084746942
1668095679288,33.11783533363879
1668095679328,35.71522382299768
1668095679369,36.79020118124028
1668095679409,34.86370934502186
1668095679449,35.09368235354262
1668095679488,35.461926959021326
1668095679529,35.21944978435029
1668095679569,34.18829518944898
1668095679609,35.35276738193325
1668095679649,34.8111681104857
1668095679689,35.433496736645075
1668095679729,34.37381394339823
1668095679769,34.60314129091235
1668095679809,36.61922917869842
1668095679849,35.811460257006274
1668095679889,35.91134137793415
1668095679929,34.398426550724196
1668095679969,34.78370557046064
1668095680009,36.57696438153519
1668095680049,35.87741774546476
1668095680089,34.31411783070817
1668095680149,41.469535146199206
1668095680189,46.44715683402451
1668095680229,39.583406968980654
1668095680269,37.004483519459875
1668095680309,36.666145449342324
1668095680349,35.08599074902884
1668095680388,36.64595076370817
1668095680429,35.668200225397264
1668095680468,33.93834907183184
1668095680509,36.035418048546774
1668095680548,35.57902773513621
1668095680589,34.2148778442213
1668095680628,32.91866897618951
1668095680669,34.33671453825768
1668095680708,34.27108107630224
1668095680748,35.48452075444174
1668095680789,36.9331372404326
1668095680829,35.241342742234025
1668095680869,32.31756221932827
1668095680909,35.15032704259546
1668095680949,34.16959161991689
1668095680989,34.65554787613029
1668095681029,35.810187894140874
1668095681068,35.844324449505066
1668095681108,35.51337316985105
1668095681149,34.91918745639936
1668095681189,34.77788259979545
1668095681229,35.11067024391696
1668095681269,33.08587874013947
1668095681309,35.41994525512729
1668095681349,34.63275761010185
1668095681389,35.09310404266135
1668095681449,34.20044939548347
1668095681489,32.1832299243532
1668095681529,35.479742393661056
1668095681569,35.207462021544764
1668095681608,33.436472530134786
1668095681649,36.657324475858665
1668095681689,34.293098752703656
1668095681729,34.55528094599786
1668095681769,33.86608532576922
1668095681809,36.34353546267619
1668095681849,35.04495059076761
1668095681889,35.47333235977429
1668095681929,35.18091087182501
1668095681969,35.97774187884544
1668095682009,33.33645946303482
1668095682049,47.556032772005594
1668095682089,45.854628508687014
1668095682129,38.170075653937054
1668095682169,33.656922645045086
1668095682209,37.68603419191889
1668095682249,32.900292671610465
1668095682289,36.294439024789995
