Title,Creator,Is Part Of,Course Information,Dissertation,Thesis Supervisor,Subject,MESH subjects,Genre,Description,Contents,Other title,Related titles,Series,Publisher,Creation Date,Edition,Format,Frequency,Source,Bound with,Rare collection,Donor note,Local note,Chomsky collection note,Notes,Cast and Production,Language,Reproduction,Identifier,Link
Structure and interpretation of computer programs ,"Abelson, Harold, author. undefined Sussman, Gerald Jay, author. undefined Henz, Martin, 1966- other. undefined Wrigstad, Tobias, other. undefined Sussman, Julie, other. ",,,,,Computer programmingundefined Java (Computer program language)undefined LISP (Computer program language),,,,,,,MIT electrical engineering and computer science series undefined MIT electrical engineering and computer science series. ,"Cambridge, Massachusetts : The MIT Press",2022,Javascript edition.,"xxix, 608 pages : illustrations ; 26 cm",,Library Catalog,,,,,,Includes bibliographical references and index.,,,,LC :   2021047249undefined ISBN : 9780262543231undefined ISBN : 0262543230undefined OCLC : (OCoLC)1269416894undefined OCLC : (OCoLC)on1269416894,https://mit.primo.exlibrisgroup.com/permalink/01MIT_INST/jp08pj/alma9935248306706761
